furret,23,73,124,174,224,275,325,375,426,476,524,571,619,667,714,762,809,857,905,952,1000,1048,1095,1143,1191,1238,1286,1333,1381,1429,1453,1476,1500,1524,1548
hoothoot,10,28,47,67,86,105,125,144,163,183,201,219,238,256,274,293,311,329,347,366,384,402,421,439,457,476,494,512,531,549,558,567,576,585,595
noctowl,28,90,152,213,275,336,398,460,521,583,641,699,758,816,874,933,991,1049,1107,1166,1224,1282,1341,1399,1457,1516,1574,1632,1691,1749,1778,1807,1836,1866,1895
ledyba,10,29,49,69,89,109,129,149,169,189,208,227,246,265,284,303,322,341,360,379,398,417,436,455,474,492,511,530,549,568,578,587,597,606,616
ledian,18,56,95,133,171,210,248,287,325,364,400,437,473,510,546,582,619,655,692,728,765,801,837,874,910,947,983,1020,1056,1092,1111,1129,1147,1165,1183
spinarak,10,30,51,71,92,113,133,154,175,195,215,235,254,274,293,313,332,352,372,391,411,430,450,469,489,509,528,548,567,587,597,606,616,626,636
ariados,23,72,121,171,220,270,319,368,418,467,514,561,607,654,701,748,794,841,888,935,981,1028,1075,1122,1168,1215,1262,1309,1356,1402,1426,1449,1472,1496,1519
crobat,34,109,183,258,332,407,481,556,630,704,775,845,916,986,1057,1127,1198,1268,1338,1409,1479,1550,1620,1691,1761,1832,1902,1973,2043,2114,2149,2184,2220,2255,2290
chinchou,15,47,79,111,144,176,208,240,272,305,335,366,396,427,457,488,518,549,579,610,640,671,701,732,762,793,823,854,884,915,930,945,961,976,991
lanturn,29,92,154,217,280,342,405,468,530,593,652,712,771,830,890,949,1008,1068,1127,1186,1246,1305,1364,1424,1483,1543,1602,1661,1721,1780,1810,1839,1869,1899,1928
pichu,10,16,28,39,50,62,73,84,96,107,118,129,139,150,161,172,182,193,204,215,225,236,247,258,268,279,290,301,311,322,327,333,338,344,349
cleffa,10,27,46,64,83,102,121,139,158,177,195,212,230,248,266,283,301,319,336,354,372,390,407,425,443,461,478,496,514,531,540,549,558,567,576
igglybuff,10,22,38,53,69,84,100,115,131,146,161,175,190,205,219,234,249,263,278,293,307,322,337,351,366,380,395,410,424,439,446,454,461,468,476
togepi,10,23,40,56,72,89,105,121,138,154,169,185,200,216,231,247,262,277,293,308,324,339,355,370,386,401,416,432,447,463,470,478,486,494,501
togetic,21,68,115,161,208,254,301,347,394,441,485,529,573,617,661,705,749,793,837,881,926,970,1014,1058,1102,1146,1190,1234,1278,1323,1345,1367,1389,1411,1433
natu,13,41,68,96,124,152,180,208,236,264,290,317,343,370,396,422,449,475,502,528,554,581,607,634,660,687,713,740,766,792,806,819,832,845,858
xatu,27,87,147,206,266,326,385,445,504,564,620,677,733,790,846,903,959,1015,1072,1128,1185,1241,1298,1354,1411,1467,1523,1580,1636,1693,1721,1749,1777,1806,1834
mareep,12,39,66,92,119,146,173,200,226,253,278,304,329,354,380,405,430,456,481,506,532,557,583,608,633,659,684,709,735,760,773,785,798,811,823
flaaffy,19,62,104,146,189,231,273,316,358,400,440,480,520,560,600,640,681,721,761,801,841,881,921,961,1001,1041,1081,1121,1161,1201,1221,1241,1261,1281,1301
ampharos,38,119,200,282,363,444,526,607,689,770,847,924,1001,1078,1155,1232,1309,1386,1463,1540,1617,1694,1771,1848,1925,2002,2079,2156,2233,2310,2349,2387,2426,2464,2502
bellossom,29,93,157,220,284,348,411,475,538,602,662,723,783,843,903,963,1024,1084,1144,1204,1265,1325,1385,1445,1506,1566,1626,1686,1747,1807,1837,1867,1897,1927,1957
marill,10,18,31,43,56,69,82,94,107,120,132,144,156,168,180,192,204,216,228,240,252,264,276,288,300,312,324,336,348,360,366,372,378,384,390
azumarill,21,66,111,157,202,248,293,338,384,429,472,515,558,601,644,687,730,772,815,858,901,944,987,1030,1073,1116,1159,1202,1245,1288,1309,1331,1352,1374,1395
sudowoodo,29,91,153,216,278,340,403,465,527,590,649,708,767,826,885,944,1003,1062,1121,1180,1239,1298,1357,1416,1475,1534,1593,1652,1711,1770,1799,1829,1858,1888,1917
politoed,33,105,176,248,319,391,463,534,606,677,745,813,881,948,1016,1084,1151,1219,1287,1355,1422,1490,1558,1626,1694,1761,1829,1897,1965,2032,2066,2100,2134,2168,2202
hoppip,10,22,37,53,68,83,99,114,129,145,159,174,188,203,217,232,247,261,276,290,305,319,334,348,363,377,392,406,421,435,443,450,457,464,472
skiploom,12,39,65,92,118,145,172,198,225,252,277,302,327,352,378,403,428,453,478,504,529,554,579,604,630,655,680,705,730,756,768,781,793,806,819
jumpluff,21,68,115,162,209,256,303,350,397,444,488,532,577,621,665,710,754,799,843,887,932,976,1020,1065,1109,1154,1198,1242,1287,1331,1353,1376,1398,1420,1442
aipom,16,52,88,124,160,196,232,267,303,339,373,407,441,475,509,543,577,611,645,678,712,746,780,814,848,882,916,950,984,1018,1035,1052,1069,1086,1103
sunkern,10,14,23,33,42,52,61,71,80,90,99,108,117,126,135,144,153,162,171,181,190,199,208,217,226,235,244,253,262,271,276,280,285,289,294
sunflora,28,90,152,214,276,338,399,461,523,585,643,702,761,819,878,936,995,1053,1112,1170,1229,1287,1346,1404,1463,1521,1580,1638,1697,1756,1785,1814,1843,1873,1902
yanma,18,58,98,138,178,219,259,299,339,379,417,455,492,530,568,606,644,682,720,758,796,834,872,909,947,985,1023,1061,1099,1137,1156,1175,1194,1213,1232
wooper,10,26,44,62,80,98,116,134,152,170,187,204,221,238,255,272,289,306,323,340,357,374,391,408,425,442,459,476,494,511,519,528,536,545,553
quagsire,27,85,143,202,260,318,376,435,493,551,606,661,716,772,827,882,937,992,1047,1102,1157,1213,1268,1323,1378,1433,1488,1544,1599,1654,1681,1709,1736,1764,1792
espeon,42,133,223,314,404,495,585,676,767,857,943,1029,1114,1200,1286,1371,1457,1543,1629,1714,1800,1886,1972,2057,2143,2229,2315,2400,2486,2572,2615,2658,2700,2743,2786
umbreon,29,90,152,214,276,338,400,462,524,586,645,703,762,821,879,938,997,1055,1114,1172,1231,1290,1348,1407,1466,1524,1583,1642,1700,1759,1788,1818,1847,1876,1906
murkrow,19,61,103,145,187,229,271,313,355,397,437,477,517,557,596,636,676,716,755,795,835,875,915,954,994,1034,1074,1114,1153,1193,1213,1233,1253,1273,1293
slowking,35,110,184,259,334,409,484,559,634,709,780,851,922,992,1063,1134,1205,1276,1347,1418,1489,1560,1631,1702,1773,1843,1914,1985,2056,2127,2163,2198,2234,2269,2304
misdreavus,25,78,132,186,240,294,347,401,455,509,560,611,661,712,763,814,865,916,967,1018,1069,1119,1170,1221,1272,1323,1374,1425,1476,1527,1552,1578,1603,1629,1654
unown,14,45,76,107,137,168,199,230,261,292,321,350,380,409,438,467,496,526,555,584,613,643,672,701,730,759,789,818,847,876,891,906,920,935,949
wobbuffet,14,45,76,107,138,169,199,230,261,292,321,351,380,409,438,468,497,526,555,585,614,643,672,702,731,760,790,819,848,877,892,907,921,936,950
girafarig,26,82,138,195,251,307,363,420,476,532,585,639,692,745,798,851,905,958,1011,1064,1118,1171,1224,1277,1331,1384,1437,1490,1544,1597,1624,1650,1677,1703,1730
pineco,14,46,77,109,140,172,204,235,267,298,328,358,388,418,448,477,507,537,567,597,627,657,686,716,746,776,806,836,866,896,910,925,940,955,970
forretress,32,100,168,237,305,373,441,510,578,646,711,776,840,905,970,1034,1099,1164,1228,1293,1358,1422,1487,1552,1616,1681,1746,1810,1875,1940,1972,2005,2037,2069,2102
dunsparce,22,71,120,169,217,266,315,364,412,461,507,554,600,646,692,738,784,830,877,923,969,1015,1061,1107,1154,1200,1246,1292,1338,1384,1407,1431,1454,1477,1500
gligar,24,77,131,184,237,290,343,396,449,502,552,603,653,703,753,803,854,904,954,1004,1055,1105,1155,1205,1256,1306,1356,1406,1457,1507,1532,1557,1582,1607,1632
steelix,34,108,181,255,329,402,476,549,623,697,766,836,906,975,1045,1115,1184,1254,1324,1393,1463,1533,1603,1672,1742,1812,1881,1951,2021,2091,2125,2160,2195,2230,2265
snubbull,15,49,83,117,151,185,219,253,287,321,353,385,417,450,482,514,546,578,610,642,674,707,739,771,803,835,867,899,932,964,980,996,1012,1028,1044
granbull,34,108,181,255,329,402,476,550,623,697,767,837,906,976,1046,1115,1185,1255,1325,1394,1464,1534,1604,1673,1743,1813,1883,1952,2022,2092,2127,2162,2196,2231,2266
qwilfish,27,84,142,200,257,315,373,430,488,546,600,655,709,764,818,873,928,982,1037,1091,1146,1201,1255,1310,1364,1419,1474,1528,1583,1637,1665,1692,1719,1747,1774
scizor,39,124,208,293,377,462,546,631,716,800,880,960,1040,1120,1200,1280,1360,1440,1520,1600,1680,1760,1840,1920,2000,2081,2161,2241,2321,2401,2441,2481,2521,2561,2601
shuckle,10,13,22,31,40,49,58,67,76,85,94,103,111,120,128,137,145,154,163,171,180,188,197,206,214,223,231,240,248,257,261,266,270,274,279
heracross,41,130,218,307,396,485,573,662,751,839,923,1007,1091,1175,1259,1343,1427,1511,1595,1679,1763,1847,1930,2014,2098,2182,2266,2350,2434,2518,2560,2602,2644,2686,2728
sneasel,26,82,139,195,251,308,364,421,477,533,587,640,694,747,800,854,907,960,1014,1067,1120,1174,1227,1281,1334,1387,1441,1494,1548,1601,1628,1654,1681,1708,1734
teddiursa,16,52,88,123,159,195,231,266,302,338,372,406,439,473,507,541,575,608,642,676,710,744,778,811,845,879,913,947,981,1014,1031,1048,1065,1082,1099
ursaring,39,122,205,289,372,455,538,622,705,788,867,946,1025,1104,1183,1261,1340,1419,1498,1577,1656,1735,1813,1892,1971,2050,2129,2208,2287,2366,2405,2445,2484,2523,2563
slugma,10,33,55,78,101,123,146,169,191,214,236,257,278,300,321,343,364,386,407,429,450,471,493,514,536,557,579,600,622,643,654,665,675,686,697
magcargo,21,68,115,161,208,254,301,348,394,441,485,529,573,617,661,705,749,793,838,882,926,970,1014,1058,1102,1146,1190,1235,1279,1323,1345,1367,1389,1411,1433
swinub,10,29,49,69,89,109,129,149,169,189,208,227,246,265,284,303,322,341,360,379,398,417,435,454,473,492,511,530,549,568,578,587,597,606,616
piloswine,32,101,170,239,308,377,446,515,584,652,718,783,848,913,979,1044,1109,1174,1240,1305,1370,1436,1501,1566,1631,1697,1762,1827,1893,1958,1991,2023,2056,2088,2121
corsola,17,53,90,127,163,200,237,273,310,347,381,416,451,485,520,555,589,624,659,693,728,763,798,832,867,902,936,971,1006,1041,1058,1075,1093,1110,1127
remoraid,10,33,55,78,101,123,146,168,191,214,235,256,278,299,321,342,364,385,406,428,449,471,492,513,535,556,578,599,620,642,653,663,674,685,695
octillery,30,94,158,222,286,350,414,478,543,607,667,728,789,849,910,971,1031,1092,1153,1213,1274,1335,1396,1456,1517,1578,1638,1699,1760,1820,1851,1881,1911,1942,1972
delibird,13,41,69,98,126,154,183,211,239,268,294,321,348,375,401,428,455,482,509,535,562,589,616,643,669,696,723,750,777,803,817,830,844,857,870
mantine,28,90,151,212,274,335,396,458,519,581,639,697,755,813,871,929,987,1045,1103,1161,1219,1277,1335,1394,1452,1510,1568,1626,1684,1742,1771,1800,1829,1858,1887
skarmory,28,90,151,212,274,335,396,458,519,581,639,697,755,813,871,929,987,1045,1103,1161,1219,1277,1335,1394,1452,1510,1568,1626,1684,1742,1771,1800,1829,1858,1887
houndour,15,49,82,116,149,183,216,250,283,317,349,380,412,444,476,507,539,571,602,634,666,698,729,761,793,825,856,888,920,952,967,983,999,1015,1031
houndoom,35,112,188,264,341,417,493,570,646,722,795,867,939,1011,1084,1156,1228,1300,1373,1445,1517,1589,1662,1734,1806,1878,1951,2023,2095,2168,2204,2240,2276,2312,2348
kingdra,34,107,180,253,326,400,473,546,619,692,762,831,900,969,1038,1108,1177,1246,1315,1385,1454,1523,1592,1662,1731,1800,1870,1939,2008,2077,2112,2147,2181,2216,2250
phanpy,16,52,87,123,158,194,229,264,300,335,369,403,436,470,503,537,570,604,637,671,705,738,772,805,839,873,906,940,973,1007,1024,1041,1057,1074,1091
donphan,42,133,225,316,407,498,590,681,772,863,950,1036,1122,1209,1295,1381,1468,1554,1640,1727,1813,1899,1986,2072,2158,2245,2331,2418,2504,2590,2633,2677,2720,2763,2806
porygon2,36,112,189,266,343,420,497,573,650,727,800,873,945,1018,1091,1164,1236,1309,1382,1454,1527,1600,1673,1745,1818,1891,1964,2037,2109,2182,2218,2255,2291,2327,2364
stantler,28,88,148,208,268,328,388,448,508,568,625,682,738,795,852,909,966,1022,1079,1136,1193,1250,1307,1363,1420,1477,1534,1591,1648,1704,1733,1761,1790,1818,1846
smeargle,10,17,29,40,52,64,76,87,99,111,122,133,144,155,167,178,189,200,211,222,233,245,256,267,278,289,300,311,322,334,339,345,350,356,361
tyrogue,10,17,30,42,54,66,78,91,103,115,127,138,150,161,173,184,196,207,219,231,242,254,265,277,288,300,311,323,335,346,352,358,363,369,375
hitmontop,26,84,141,199,257,314,372,429,487,544,599,653,707,762,816,871,925,979,1034,1088,1143,1197,1252,1306,1361,1415,1470,1524,1578,1633,1660,1687,1715,1742,1769
smoochum,17,54,91,128,165,203,240,277,314,351,386,422,457,492,527,562,597,632,668,703,738,773,808,843,879,914,949,984,1019,1054,1072,1090,1107,1125,1142
elekid,15,47,79,112,144,177,209,241,274,306,337,368,398,429,460,490,521,551,582,613,643,674,705,735,766,797,828,858,889,920,935,950,966,981,996
magby,16,52,87,123,158,194,230,265,301,336,370,404,437,471,505,538,572,605,639,673,706,740,774,807,841,875,908,942,976,1010,1026,1043,1060,1077,1094
miltank,32,102,172,242,311,381,451,521,591,660,726,792,858,925,991,1057,1123,1189,1255,1321,1387,1453,1519,1585,1651,1717,1783,1849,1916,1982,2015,2048,2081,2114,2147
blissey,45,142,239,337,434,531,628,725,822,920,1011,1103,1195,1287,1379,1471,1563,1655,1747,1839,1931,2023,2115,2207,2299,2391,2483,2575,2667,2759,2805,2851,2897,2943,2989
raikou,47,148,249,350,451,552,653,755,856,957,1052,1148,1244,1339,1435,1531,1626,1722,1818,1913,2009,2105,2200,2296,2392,2488,2583,2679,2775,2870,2918,2966,3014,3062,3110
entei,47,149,251,353,455,557,659,761,863,965,1061,1158,1254,1351,1447,1544,1640,1737,1833,1930,2026,2123,2219,2316,2412,2509,2605,2702,2798,2895,2943,2991,3040,3088,3136
suicune,39,125,210,295,380,466,551,636,721,807,887,968,1048,1129,1210,1290,1371,1452,1532,1613,1694,1774,1855,1936,2016,2097,2178,2259,2339,2420,2460,2501,2541,2581,2622
larvitar,12,40,67,94,122,149,176,203,231,258,284,310,336,361,387,413,439,465,491,517,542,568,594,620,646,672,698,723,749,775,788,801,814,827,840
pupitar,22,71,119,168,216,265,313,362,411,459,505,551,597,643,689,735,781,827,872,918,964,1010,1056,1102,1148,1194,1240,1286,1332,1378,1401,1424,1447,1470,1493
tyranitar,51,162,273,384,495,605,716,827,938,1048,1153,1258,1363,1468,1573,1677,1782,1887,1992,2097,2202,2307,2411,2516,2621,2726,2831,2936,3041,3146,3198,3250,3303,3355,3408
lugia,50,159,268,376,485,593,702,811,919,1028,1131,1234,1336,1439,1542,1645,1747,1850,1953,2056,2159,2261,2364,2467,2570,2673,2776,2878,2981,3084,3135,3187,3238,3290,3341
ho-oh,55,172,289,407,524,642,759,876,994,1111,1222,1333,1444,1555,1667,1778,1889,2000,2111,2222,2333,2444,2555,2667,2778,2889,3000,3111,3222,3334,3389,3445,3500,3556,3611
celebi,43,137,230,323,416,510,603,696,790,883,971,1059,1148,1236,1324,1413,1501,1589,1677,1766,1854,1942,2031,2119,2207,2296,2384,2472,2561,2649,2693,2737,2781,2826,2870
treecko,13,40,68,96,124,152,180,208,235,263,290,316,342,369,395,421,448,474,501,527,553,580,606,632,659,685,712,738,764,791,804,817,830,843,857
grovyle,21,66,112,157,203,248,294,340,385,431,474,517,560,603,646,689,732,775,818,861,904,948,991,1034,1077,1120,1163,1206,1249,1292,1314,1335,1357,1378,1400
sceptile,36,114,192,270,348,426,504,582,660,738,812,886,960,1033,1107,1181,1255,1329,1402,1476,1550,1624,1698,1772,1845,1919,1993,2067,2141,2215,2252,2289,2325,2362,2399
torchic,13,42,71,100,129,158,187,216,245,274,301,329,356,384,411,438,466,493,521,548,575,603,630,658,685,713,740,767,795,822,836,850,863,877,891
combusken,20,65,109,154,198,243,287,332,376,420,462,505,547,589,631,673,715,757,799,841,883,925,967,1009,1052,1094,1136,1178,1220,1262,1283,1304,1325,1346,1367
blaziken,37,116,196,275,354,434,513,593,672,752,827,902,977,1052,1127,1203,1278,1353,1428,1503,1578,1654,1729,1804,1879,1954,2030,2105,2180,2255,2293,2330,2368,2406,2443
mudkip,13,43,73,102,132,162,191,221,250,280,308,336,364,392,420,448,476,504,532,560,588,616,644,672,701,729,757,785,813,841,855,869,883,897,911
marshtomp,22,71,120,169,218,267,315,364,413,462,508,554,600,647,693,739,785,831,878,924,970,1016,1063,1109,1155,1201,1247,1294,1340,1386,1409,1432,1455,1479,1502
swampert,39,124,209,294,379,464,549,634,719,804,884,965,1045,1126,1206,1286,1367,1447,1528,1608,1688,1769,1849,1930,2010,2091,2171,2252,2332,2413,2453,2493,2533,2573,2614
poochyena,10,25,42,59,76,93,110,127,144,161,177,193,209,225,241,258,274,290,306,322,338,354,370,387,403,419,435,451,467,483,491,500,508,516,524
mightyena,25,79,132,186,240,294,348,401,455,509,560,611,662,713,764,815,866,917,967,1018,1069,1120,1171,1222,1273,1324,1375,1426,1477,1528,1553,1579,1604,1630,1655
zigzagoon,10,18,31,44,57,69,82,95,108,121,133,145,157,169,181,193,205,218,230,242,254,266,278,290,302,314,327,339,351,363,369,375,381,387,393
linoone,21,67,114,160,206,253,299,345,391,438,482,525,569,613,657,701,744,788,832,876,920,963,1007,1051,1095,1139,1182,1226,1270,1314,1336,1358,1380,1402,1423
wurmple,10,22,37,52,67,82,98,113,128,143,157,172,186,200,215,229,243,258,272,286,301,315,329,344,358,373,387,401,416,430,437,444,451,459,466
silcoon,10,22,38,54,69,85,100,116,132,147,162,177,192,206,221,236,251,265,280,295,310,325,339,354,369,384,398,413,428,443,450,458,465,472,480
beautifly,22,69,117,164,212,259,307,354,402,449,494,539,584,629,674,719,764,809,854,899,944,989,1034,1079,1124,1169,1214,1259,1303,1348,1371,1393,1416,1438,1461
cascoon,10,22,38,54,69,85,100,116,132,147,162,177,192,206,221,236,251,265,280,295,310,325,339,354,369,384,398,413,428,443,450,458,465,472,480
dustox,15,49,83,117,151,185,218,252,286,320,352,384,416,448,480,512,544,576,608,640,672,704,736,768,801,833,865,897,929,961,977,993,1009,1025,1041
lotad,10,23,39,55,70,86,102,118,134,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,451,458,466,473,481,488
lombre,15,48,82,115,148,181,215,248,281,314,346,377,409,440,472,503,535,566,598,629,661,692,724,755,787,818,850,881,913,944,960,976,991,1007,1023
ludicolo,31,98,166,233,300,368,435,502,569,637,700,764,828,891,955,1019,1082,1146,1210,1273,1337,1401,1465,1528,1592,1656,1719,1783,1847,1911,1942,1974,2006,2038,2070
seedot,10,23,39,55,70,86,102,118,134,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,451,458,466,473,481,488
nuzleaf,15,49,83,116,150,184,218,251,285,319,351,383,415,446,478,510,542,574,606,638,670,702,734,766,798,830,861,893,925,957,973,989,1005,1021,1037
shiftry,30,96,162,228,294,360,426,492,558,624,687,749,812,874,937,999,1062,1124,1187,1249,1312,1374,1437,1499,1562,1624,1687,1749,1812,1874,1905,1936,1968,1999,2030
taillow,10,28,47,67,86,105,125,144,164,183,201,220,238,256,275,293,311,330,348,366,385,403,421,440,458,477,495,513,532,550,559,568,577,587,596
swellow,24,77,130,182,235,288,341,393,446,499,549,599,649,699,749,798,848,898,948,998,1048,1098,1148,1198,1248,1298,1348,1398,1448,1498,1523,1548,1572,1597,1622
wingull,10,28,47,67,86,105,125,144,164,183,201,220,238,256,275,293,311,330,348,366,385,403,421,440,458,477,495,513,532,550,559,568,577,587,596
pelipper,27,87,146,206,265,325,384,443,503,562,619,675,731,787,844,900,956,1012,1069,1125,1181,1237,1294,1350,1406,1462,1519,1575,1631,1688,1716,1744,1772,1800,1828
ralts,10,19,32,45,58,72,85,98,111,124,137,149,162,174,187,199,212,224,237,249,262,274,287,299,312,324,337,349,362,374,380,386,393,399,405
kirlia,11,37,62,88,113,139,164,190,215,241,265,289,313,337,361,385,409,433,457,481,506,530,554,578,602,626,650,674,698,722,734,747,759,771,783
gardevoir,41,131,220,310,399,489,578,668,757,847,932,1016,1101,1186,1270,1355,1440,1524,1609,1694,1778,1863,1948,2033,2117,2202,2287,2372,2456,2541,2583,2626,2668,2710,2753
surskit,10,30,51,72,93,114,135,156,177,198,218,238,258,278,298,318,337,357,377,397,417,437,457,477,497,516,536,556,576,596,606,616,626,636,646
masquerain,30,94,159,223,288,352,416,481,545,610,671,732,793,854,915,976,1037,1098,1159,1220,1281,1342,1403,1464,1525,1586,1647,1708,1769,1830,1860,1891,1921,1952,1982
shroomish,10,32,53,75,97,119,140,162,184,206,227,247,268,288,309,330,350,371,391,412,433,453,474,495,515,536,557,577,598,618,629,639,649,660,670
breloom,34,106,179,252,324,397,470,542,615,688,756,825,894,963,1032,1100,1169,1238,1307,1375,1444,1513,1582,1651,1720,1788,1857,1926,1995,2064,2098,2132,2167,2201,2236
slakoth,13,41,70,98,127,155,183,212,240,269,296,323,349,376,403,430,457,484,511,538,565,592,619,645,672,699,726,753,780,807,820,834,847,861,874
vigoroth,26,84,141,198,255,313,370,427,484,541,596,650,704,758,812,866,921,975,1029,1083,1137,1192,1246,1300,1354,1408,1462,1517,1571,1625,1652,1679,1706,1733,1760
slaking,64,201,338,476,613,750,888,1025,1162,1300,1430,1559,1689,1819,1949,2079,2209,2339,2469,2599,2729,2859,2989,3119,3249,3379,3509,3639,3769,3899,3964,4029,4094,4159,4224
nincada,10,29,50,70,91,111,131,152,172,192,212,231,250,269,289,308,327,347,366,385,404,424,443,462,482,501,520,539,559,578,588,597,607,617,626
ninjask,24,77,130,183,236,289,342,394,447,500,550,600,650,700,750,800,850,901,951,1001,1051,1101,1151,1201,1251,1301,1351,1401,1451,1501,1526,1551,1576,1601,1626
shedinja,10,18,31,44,56,69,82,95,107,120,132,144,156,168,180,192,204,216,228,240,253,265,277,289,301,313,325,337,349,361,367,373,379,385,391
whismur,10,26,44,63,81,99,117,136,154,172,189,206,224,241,258,275,293,310,327,344,362,379,396,413,430,448,465,482,499,517,525,534,543,551,560
loudred,17,54,91,129,166,203,240,278,315,352,387,422,458,493,528,563,599,634,669,704,740,775,810,845,881,916,951,986,1022,1057,1074,1092,1110,1127,1145
exploud,32,100,168,237,305,374,442,511,579,647,712,777,842,906,971,1036,1101,1165,1230,1295,1360,1425,1489,1554,1619,1684,1749,1813,1878,1943,1975,2008,2040,2072,2105
makuhita,10,33,55,78,100,123,145,168,190,213,234,255,277,298,319,340,362,383,404,426,447,468,490,511,532,554,575,596,617,639,649,660,671,681,692
hariyama,39,122,206,289,373,456,540,623,707,790,869,948,1027,1106,1185,1264,1343,1422,1501,1580,1659,1738,1817,1896,1975,2054,2133,2212,2291,2370,2410,2449,2489,2528,2568
azurill,10,14,23,33,42,52,61,71,80,90,99,108,117,126,135,144,153,162,171,181,190,199,208,217,226,235,244,253,262,271,276,280,285,289,294
nosepass,11,36,61,87,112,137,162,187,212,237,261,285,308,332,356,380,403,427,451,474,498,522,546,569,593,617,641,665,688,712,724,736,748,760,771
skitty,10,29,49,69,88,108,128,148,168,188,207,226,245,263,282,301,320,339,358,376,395,414,433,452,471,490,508,527,546,565,574,584,593,603,612
delcatty,19,61,103,145,186,228,270,312,354,396,435,475,514,554,593,633,673,712,752,791,831,871,910,950,989,1029,1069,1108,1148,1187,1207,1227,1247,1267,1286
sableye,18,57,97,136,176,215,254,294,333,372,410,447,484,522,559,596,633,671,708,745,783,820,857,894,932,969,1006,1044,1081,1118,1137,1155,1174,1193,1211
mawile,21,65,110,155,200,245,289,334,379,424,466,509,551,593,636,678,721,763,805,848,890,933,975,1018,1060,1102,1145,1187,1230,1272,1293,1314,1336,1357,1378
aron,17,54,91,129,166,203,240,277,314,352,387,422,457,492,528,563,598,633,668,704,739,774,809,844,880,915,950,985,1021,1056,1073,1091,1109,1126,1144
lairon,28,88,149,209,270,330,391,451,512,572,630,687,744,802,859,916,973,1031,1088,1145,1202,1260,1317,1374,1432,1489,1546,1603,1661,1718,1747,1775,1804,1833,1861
aggron,42,133,223,314,405,495,586,677,767,858,944,1030,1116,1201,1287,1373,1459,1545,1630,1716,1802,1888,1974,2060,2145,2231,2317,2403,2489,2575,2618,2660,2703,2746,2789
meditite,10,24,41,58,74,91,108,125,142,158,174,190,206,222,238,254,269,285,301,317,333,349,365,381,396,412,428,444,460,476,484,492,500,508,515
medicham,18,56,95,133,172,210,249,287,326,364,400,437,473,510,546,583,619,655,692,728,765,801,838,874,911,947,983,1020,1056,1093,1111,1129,1147,1166,1184
electrike,11,35,60,84,109,133,158,182,207,231,254,277,300,324,347,370,393,416,439,462,486,509,532,555,578,601,625,648,671,694,706,717,729,740,752
manectric,30,94,158,223,287,351,416,480,544,609,669,730,791,852,913,974,1035,1096,1156,1217,1278,1339,1400,1461,1522,1583,1644,1705,1765,1826,1857,1887,1918,1948,1979
plusle,23,74,125,176,226,277,328,378,429,480,528,576,624,672,720,768,816,864,912,960,1008,1056,1104,1152,1200,1248,1296,1344,1392,1440,1464,1489,1513,1537,1561
minun,22,70,118,166,213,261,309,357,405,453,498,543,589,634,679,725,770,815,860,906,951,996,1042,1087,1132,1178,1223,1268,1314,1359,1382,1404,1427,1450,1472
volbeat,22,71,120,169,218,267,316,365,414,463,509,555,602,648,694,740,787,833,879,926,972,1018,1064,1111,1157,1203,1250,1296,1342,1389,1412,1435,1458,1481,1504
illumise,22,71,120,169,218,267,316,365,414,463,509,555,602,648,694,740,787,833,879,926,972,1018,1064,1111,1157,1203,1250,1296,1342,1389,1412,1435,1458,1481,1504
roselia,24,76,128,179,231,283,335,387,439,491,540,589,638,687,736,785,834,883,933,982,1031,1080,1129,1178,1227,1276,1325,1375,1424,1473,1497,1522,1546,1571,1596
gulpin,11,34,58,82,106,130,154,177,201,225,247,270,293,315,338,360,383,405,428,450,473,495,518,540,563,585,608,631,653,676,687,698,709,721,732
swalot,26,83,139,196,252,309,365,422,478,535,588,642,695,749,802,856,909,962,1016,1069,1123,1176,1230,1283,1337,1391,1444,1498,1551,1605,1631,1658,1685,1712,1738
carvanha,12,38,65,91,117,144,170,197,223,250,274,299,324,349,374,399,424,449,474,499,524,549,574,599,624,649,674,699,724,749,762,774,787,799,812
sharpedo,28,88,147,207,267,327,387,447,507,567,624,681,737,794,851,907,964,1021,1078,1134,1191,1248,1305,1361,1418,1475,1532,1588,1645,1702,1730,1759,1787,1815,1844
wailmer,20,63,106,149,192,235,278,321,364,407,447,488,529,570,610,651,692,732,773,814,854,895,936,977,1017,1058,1099,1139,1180,1221,1241,1262,1282,1302,1323
wailord,31,100,168,236,304,372,440,509,577,645,709,774,838,903,967,1032,1096,1161,1225,1290,1354,1419,1483,1548,1613,1677,1742,1806,1871,1935,1967,2000,2032,2064,2096
numel,13,42,71,100,129,158,186,215,244,273,301,328,355,383,410,437,465,492,519,547,574,601,629,656,684,711,738,766,793,820,834,848,861,875,889
camerupt,28,89,150,211,272,332,393,454,515,576,634,691,749,806,864,922,979,1037,1094,1152,1210,1267,1325,1382,1440,1498,1555,1613,1671,1728,1757,1786,1815,1843,1872
torkoal,28,90,151,213,274,336,397,459,520,582,640,698,756,814,873,931,989,1047,1105,1163,1222,1280,1338,1396,1454,1513,1571,1629,1687,1745,1775,1804,1833,1862,1891
